tweet id, tweet, label
'295449546740355073',"@NathanaelB not as far as I can tell.",off-topic
'296196079618240512',"@PhilKingham The iCade just paid for itself. So many awesome games I used to spend way too many coins at in my youth.",off-topic
'296056336448376832',"Day after Cyclone Oswald #SnapperRocks @ Snapper Rocks http://t.co/u8uOu1xS",off-topic
'296066761407746048',"Oh so because Gillards boyfriend said it, it's a joke!! If Abbot said it she would want his resignation. http://t.co/3LbXvSA3",off-topic
'296886238856744960',"I'm excited about challenging myself, especially because ATS is a dance language, improv style - read: my favourite kind of challenge. :)",off-topic
'296624431613214720',"@crystalhefner Mary was just BEAUTIFUL.. Still such a sad shock, yet a beautiful soul who touched so many",off-topic
'295677649660018688',"Your cheap thrill can cost a life; stay home unless its absolutely necessary to go out. Stay out of pooled waters! Think safe",off-topic
'295467339825156096',"@FORTAFY foster yah and @Shanaevers in Robina today think it was i ain't no lesbos but gosh yah both are fricken hot",off-topic
'296020839898415104',"Two red futon sofas in great condition $200.00 Burleigh Heads http://t.co/ZB3BbEdb",off-topic
'296874339507265536',"I cannot breathe like this.",off-topic
'297271634816012288',"Haven't been out this way in a while. A decade? Naaaah!",off-topic
'295836822389551105',"Where's the gelatin?! #mkr #seven",off-topic
'295802232908181505',"@StaceyCanSpell is it supposed to be higher than last night?",off-topic
'295666274153947136',"The fact this is Main Street and it is completely under water, scary http://t.co/SE4tLDUz",on-topic
'296191629486874624',"@dans_xo that sounds like heaven right now. Im lying under a fan trying to cool my body down. X",off-topic
'295849070843531264',"Thank God ! RT @couriermail: Issues affecting Telstra customers have been fixed. http://t.co/uuhMEexm",off-topic
'296570337729056768',"@ChristianAntho yeah. im excited to get my MacBook . 7 weeks without a laptop. it's hell",off-topic
'295398329540567041',"I really can't see myself being atheist.. -.- #ChristianForLife",off-topic
'295764526933110785',"I will vote for the political party that can offer me better riding weather.",off-topic
'296921505747582976',"@leannesarahc87 haha sorry about that. Ye I'm good. How you and the little 1 doing x",off-topic
'296926027085647872',"Just 9936 followers until I hit the 10000 mark! Come on guys #rally! #FF",off-topic
'297462811980861440',"THEY'RE THE ONES THAT STICK RIGHT IN YOUR EARS AND MAKE YOUR EARDRUMS EXPLODE",off-topic
'295360040452374528',"As long as him and alicia are okay and Alicia isn't all fucked up about it",off-topic
'295786151015493632',"@SlicKSaneL what did you do exactly?",off-topic
'296381829404049409',"I want to wear cute/cosy winter clothes. I just want it to be winter already",off-topic
'295793341516365824',"@CycleBoomTime yep, u still have property in the flood zone ? #notpro",on-topic
'295342514364366849',"@abcwestqld such a state of contrasts ! #bigwet",off-topic
'295724386625925120',"@stujdale @JuliaGillard I 2nd that...it's bad enough up here without that insincere scrag romping around with camera crew in tow.",off-topic
'296571159032504320',"@pm_live the PM is looking fresh... Are the glasses covering cosmetic changes?",off-topic
'296201616321835008',"@scradballz who would hire you?",off-topic
'296065501463990273',"@tskellernsmith didn't venture into Level 5 Levuka tracks. Too wet. Plenty of fun elsewhere tho.",off-topic
'295533791525625856',"Your all that i got, all i need. So im willing to say a thousand words put together... i love you.. i do... i love you~ :3",off-topic
'295890132664479744',"@_aleeexsm the cyclone, tornado &amp; floods are coming your wat",on-topic
'296891261787447296',"@subtlericho @rowdiyates I'm voting for the budgie smuggler. But I dot like his chances.",off-topic
'295646202618339328',"Just spoke to my parents stuck in Aratula. 100's people stuck there trying to head north/south. Both directione cut off by water #qldfloods",on-topic
'297096932038410241',"FREE KING SIZE MATTRESS Main Beach http://t.co/tTMpl0Pn",off-topic
'295649554152443906',"@Dee0066 LOL -&gt;@UberFacts: A Swedish couple named their kid Brfxxccxxmnpcccclllmmnprxvclmnckssqlbb11116. The name is pronounced Albin.",off-topic
'295863146978107392',"Id love an old IBM Selectric, but they only seem to have them in the US and $700 shipping seems a bit steep.",off-topic
'296028379633811456',"today's other most overblown headline #eerie as in #eerie_tim_mathieson",off-topic
'296572406854737920',"@flexgirl2 @Coalition_Man has the clown Mundine been KO'd yet?",off-topic
'295514903190577152',"@ParisHilton how many phones do blackberry supply you with Paris ?? I'm sure they won't mind too much !!! Like you can have what you want !",off-topic
'296518235484983296',"When given the choice between being right and being kind, choose kind. Dr. Wayne Dyer",off-topic
'296054162670645249',"@ArianaGrande  Ariana please follow me! Love you heaps",off-topic
'295326144935374849',"Uh I just can't wait for @MileyCyrus 's new record!",off-topic
'296566813427392512',"When I was younger I never realized how depressing Forrest Gump actually is",off-topic
'296882892431323136',"@TheMikeOD I swear you're like Oprah sometimes",off-topic
'296514606241816576',"@JFerg95 'album artist' needs to be the same when sorting by album.",off-topic
'297351162829623298',"#QandA returns on Monday, what a time to do so!! #auspol #theirabc",off-topic
'295855600485662720',"@crystallouu yeah because gyms aren't open in the rain.",off-topic
'297133951464640513',"HAHAHAHHAA I JUST SAW A POSTIE DRIVING ON HIS BIKE IN FRONT OF ME - made me laugh",off-topic
'295663507247079426',"@curdey unbelievable...imagine that kid's first day of school. 'How do you spell your name?'",off-topic
'296838228173025280',"Disability Support Worker available for respite Elanora http://t.co/GicQkWeD",off-topic
'296955564578181120',"couldn't find the usual MARCO POLO (black tea) #tea that i usually drink, so i'm tryin @ Black Pearl Epicure http://t.co/8PkUzIsw",off-topic
'295800251992915968',"@weyyheynouis  Ha ha ha I miss my first day",off-topic
'295399071672332288',"@Ben_Preece Have you seen Django yet? Have heard endlessly terrific reviews.",off-topic
'297344576912515073',"#indoor #balloon #nundah #brisbane  #australia @ Nundah http://t.co/x1mLWTt0",off-topic
'297069115502370818',"@OurOcean: Ever seen a horizontal waterfall? The tidal gorges in this new Australian National Park are amazing http://t.co/pV5qGHpk",off-topic
'295936055104901120',"@CHARLIEM0RGAN just letting you know you are still an absolute cunt. #softcunt",off-topic
'296185536232714240',"@JaeCurtis and if I already am following him?",off-topic
'296549698548944896',"I'm at Sushi Station (Fortitude Valley, QLD) http://t.co/6eVpUGxN",off-topic
'295765111824605185',"@CameronAtfield a fair point, I agree with that. Its all very tit for tat.",off-topic
'295339786179313665',"@suicidekun BUT THAT TWEETS STILL THERE I?????",off-topic
'296834728307331072',"Such a fun filled day at Aussie World. The Plunge and Red Back are both so much fun.  @ Aussie world http://t.co/ihgvMhKI",off-topic
'295555156660080640',"@IqbalDanNial &amp; you are way smarter than me, iqbal =='",off-topic
'295866864293277696',"@Tigger_Xx i dont know ;_; i have no youtube for a month and its not working out so well.",off-topic
'297456309794648064',"I'm at BMA Induction (Brisbane, Queensland) http://t.co/WCJ2Q4SQ",off-topic
'295796628017803264',"@7NewsBrisbane you are all doin an awesome job guys n girls.",off-topic
'296387660178673664',"I just ousted @yowiecoffee as the mayor of Yowie Coffee on @foursquare! http://t.co/wZahWzqy",off-topic
'296515779837440000',"@9NewsBrisbane unmentioned flood victims need your help!! http://t.co/wnFYdaZD",on-topic
'297258408606842880',"Double clicking icons on your iPhone #signsYourTired",off-topic
'295642438465372160',"Well we finally got some waves!  @ Sunshine Beach http://t.co/WPVSyifX",off-topic
'296965275268562946',"if you see this person please bury them http://t.co/2pazeISu",off-topic
'296574918865350656',"Nachos for dinner tonight. Having a late night coz we got back from the #creek late. Aircon on &amp; feeling #fresh after my wash! Winning!",off-topic
'295781155268067328',"....now he is saying he will stomp on our heads ....ackkkk may need to heli evacuated out of here!!!!",off-topic
'295495668552826880',"@Real_liam_payne if by chance u see this please follow me if you don't follow me it's ok I understand ur busy and get lots if tweets :D",off-topic
'296911020742565888',"@emmaparade hahaha I am aware of this. Nutella hearts and coffee?!",off-topic
'295451514435170304',"@baggygreen14 sounds good to me x",off-topic
'296589246578446336',"@xyeahtony haha, big ups to my dad for being a crazy scottsman.",off-topic
'295857414903853056',"My set up second night in a row #powerout #storm #nowater #candlelight @ My Bedroom http://t.co/HdLScyQu",on-topic
'296081720191631360',"@frolieadeux I KNOW THEY CALLED MY DAD AND EVERYTHING AND HE WAS LIKE WELL YOU DID TELL HER TO",off-topic
'296719619715108864',"Shit, that would've been some goal by Welbeck",off-topic
'295735618393210880',"Silence is the best reply to a fool ..",off-topic
'295754241467895808',"RT @inmoxiecated If youre spruiking Abbotts SES appearance: He was at Bne airport in a clean suit by 1.30pm. Cant have done any work",off-topic
'297263202687934464',"at the movies watching impossible",off-topic
'297477627067899904',"Reading this again in hopes of actually getting an A in English this term... #prideandprejudice @ mah crib http://t.co/4paXQotS",off-topic
'296953193894653952',"Thinking it was a good idea to watch the sopranos tonight. Now im infuriated. Livia Soprano is one crazy bitch #ciaranwatchessopranos",off-topic
'297352590738468866',"I really hope Duncan Jones takes all that money from the WoW movie and makes another indy film as good as Moon. But my hopes are sinking.",off-topic
'295462570180091905',"@memily yeh totes I can see both their reasonings - theyre safe and dry so im happy",off-topic
'295439280669609984',"In the land down under",off-topic
'296037007480721408',"I'm at The German Club (Merrimac, QLD) http://t.co/U0V1riJS",off-topic
'295677995119697920',"@UberFacts: A woman claims working at McDonalds led her into a life of prostitution. http://t.co/JpZGgLPP@Gerrr_",off-topic
'297308021099483136',"@MMF006 Oooh, watch out - expressing that opinion got @wurzelofoz into all sorts of trouble recently...",off-topic
'295819285996109824',"Note to self, never buy in Torwood St Milton #bigwet",off-topic
'296412682725228544',"@JolieLux you're such an incredibly strong beautiful person, good luck today. Remember he's always there with you x",off-topic
'296155224215805952',"I'm at Workwear Discounts (Toowoomba City, Queensland) http://t.co/HQHvBWNU",off-topic
'296030614551941122',"@steffoknee @DorothySampson where was the list sent too ?",off-topic
'295422261991718913',"Leaving the gym now onto flood stricken roads. Wish me luck!",on-topic
'296517245989969920',"@FOXSportsNews it's how it's done in Vegas for fights.",off-topic
'295724792076705792',"QLD gov is advertising the switch to digital TV yet shows CRT monitors in the commercial. I don't think the gov is ready to switch just yet.",off-topic
'297227740036345856',"I'm at Fleet Street w/ @mvoronina http://t.co/nGlabKbA",off-topic
'295723261373870080',"Heavy Rain, Strong Winds, Roads Flooded, Trees Down - what do we do? Play dress ups of course @ Price House http://t.co/KXJbbtEr",on-topic
'296853327193468929',"BEST AND CHEAPEST WAY TO TRAVEL!! - BOLWELL SYM RED DEVIL 50 $1,000.00 Mudgeeraba http://t.co/6LkMuCh9",off-topic
'296804797774958594',"leaving Weipa North Queensland...making the long journey to Christmas Island next. Had a ball.",off-topic
'295520357073444864',"@peterp79 @mtc01 I know. That's why I listen. @4BCbreakfast @@NewsTalk4BC",off-topic
'295483855807332353',"Feel sorry for those who bought houses in flood zones after 2011 thinking it'll never happen again, particularly 1974-2011 #bigwet",on-topic
'296374413484519425',"@sbear0112 lol yeah but it was weird not being on twitter, sorry for the late reply just arrived at work",off-topic
'297262960936628224',"so jealous of like perfect people",off-topic
'296184362054062080',"Hello stars. Haven't seen you in a while.",off-topic
'296463111421034496',"Slow down everyone, you're moving too fast #relax #enjoy #breathitallinloveitallout",off-topic
'295437198092804096',"@_BeckDavis Thanks Beck.  Have you heard that Brisbane schools might be cancelled for Tuesday? School holiday pain to continue! #bigwet",off-topic
'296848205289762817',"@nick_bernardi de gea is better and look at the goal he conceded this morning. Saying something",off-topic
